state	yr	qtr	index_nsa	index_sa	note
SC	2014	4	181.14	181.68	
SC	2015	1	182.49	184.30	
SC	2015	2	191.66	189.43	
SC	2015	3	192.93	190.91	
SC	2015	4	191.41	192.19	
SC	2016	1	193.92	195.82	
SD	1991	1	100.00	100.00	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	1991	2	103.60	102.47	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	1991	3	103.14	102.54	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	1991	4	103.46	102.90	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	1992	1	106.37	106.35	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	1992	2	106.62	105.46	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	1992	3	109.21	108.59	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	1992	4	111.68	111.08	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	1993	1	113.01	112.92	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	1993	2	116.67	115.51	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	1993	3	117.81	117.07	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	1993	4	119.87	119.28	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	1994	1	121.85	121.71	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	1994	2	125.31	124.09	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	1994	3	126.98	126.13	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	1994	4	128.46	127.94	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	1995	1	126.42	126.18	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	1995	2	132.88	131.62	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	1995	3	132.25	131.27	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	1995	4	134.65	134.29	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	1996	1	136.76	136.43	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	1996	2	138.28	136.89	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	1996	3	140.42	139.34	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	1996	4	138.49	138.33	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	1997	1	140.10	139.64	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	1997	2	143.27	141.83	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	1997	3	143.60	142.35	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	1997	4	144.96	145.04	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	1998	1	146.66	146.12	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	1998	2	148.50	146.96	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	1998	3	148.98	147.59	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	1998	4	148.50	148.69	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	1999	1	152.34	151.83	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	1999	2	155.14	153.51	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	1999	3	156.78	155.18	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	1999	4	157.35	157.60	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2000	1	160.61	160.18	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2000	2	164.18	162.49	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2000	3	166.73	164.89	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2000	4	164.54	164.74	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2001	1	167.46	167.17	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2001	2	170.93	169.27	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2001	3	174.07	171.91	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2001	4	173.86	174.02	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2002	1	174.99	174.89	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2002	2	179.00	177.29	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2002	3	180.15	177.78	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2002	4	180.81	180.87	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2003	1	182.96	183.14	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2003	2	186.14	184.23	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2003	3	190.71	188.19	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2003	4	189.66	189.64	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2004	1	192.21	192.57	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2004	2	196.81	194.64	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2004	3	200.92	198.35	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2004	4	200.29	200.22	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2005	1	202.39	202.86	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2005	2	210.09	207.63	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2005	3	210.17	207.59	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2005	4	213.80	213.73	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2006	1	213.70	214.18	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2006	2	220.40	217.74	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2006	3	220.88	218.29	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2006	4	220.57	220.45	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2007	1	222.56	223.05	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2007	2	226.78	223.99	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2007	3	227.60	225.05	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2007	4	227.30	227.10	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2008	1	228.17	228.66	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2008	2	230.45	227.70	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2008	3	230.53	227.95	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2008	4	225.12	224.73	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2009	1	226.17	226.77	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2009	2	229.74	227.12	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2009	3	231.45	228.76	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2009	4	229.86	229.29	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2010	1	228.60	229.39	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2010	2	230.76	228.24	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2010	3	227.72	224.98	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2010	4	224.28	223.46	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2011	1	221.96	223.01	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2011	2	226.73	224.22	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2011	3	229.13	226.42	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2011	4	229.46	228.40	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2012	1	225.17	226.38	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2012	2	232.98	230.43	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2012	3	235.65	233.01	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2012	4	234.83	233.46	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2013	1	237.13	238.50	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2013	2	240.19	237.55	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2013	3	246.08	243.48	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2013	4	248.68	247.09	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2014	1	247.20	248.51	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2014	2	254.43	251.74	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2014	3	254.30	251.77	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2014	4	257.36	255.57	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2015	1	258.26	259.58	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2015	2	265.39	262.59	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2015	3	269.48	266.98	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2015	4	272.66	270.69	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
SD	2016	1	271.95	273.23	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TN	1991	1	100.00	100.00	
TN	1991	2	101.14	100.70	
TN	1991	3	101.97	101.30	
TN	1991	4	102.38	101.88	
TN	1992	1	103.63	103.65	
TN	1992	2	104.44	103.99	
TN	1992	3	105.67	104.97	
TN	1992	4	106.58	106.02	
TN	1993	1	107.07	107.14	
TN	1993	2	108.52	108.04	
TN	1993	3	109.88	109.15	
TN	1993	4	111.10	110.49	
TN	1994	1	111.16	111.25	
TN	1994	2	113.27	112.79	
TN	1994	3	114.17	113.41	
TN	1994	4	115.24	114.58	
TN	1995	1	116.51	116.62	
TN	1995	2	119.40	118.90	
TN	1995	3	122.27	121.44	
TN	1995	4	124.40	123.72	
TN	1996	1	123.25	123.29	
TN	1996	2	125.53	125.05	
TN	1996	3	127.15	126.30	
TN	1996	4	126.49	125.82	
TN	1997	1	128.18	128.16	
TN	1997	2	128.80	128.28	
TN	1997	3	130.87	130.01	
TN	1997	4	138.28	137.67	
TN	1998	1	139.57	139.43	
TN	1998	2	142.96	142.34	
TN	1998	3	144.91	144.01	
TN	1998	4	146.03	145.45	
TN	1999	1	147.65	147.49	
TN	1999	2	149.85	149.08	
TN	1999	3	151.86	150.95	
TN	1999	4	153.10	152.57	
TN	2000	1	154.20	154.05	
TN	2000	2	156.30	155.40	
TN	2000	3	156.90	155.99	
TN	2000	4	157.69	157.13	
TN	2001	1	157.95	157.90	
TN	2001	2	160.45	159.44	
TN	2001	3	161.14	160.19	
TN	2001	4	161.48	160.91	
TN	2002	1	161.80	161.80	
TN	2002	2	164.21	163.16	
TN	2002	3	165.39	164.39	
TN	2002	4	165.45	164.84	
TN	2003	1	167.27	167.33	
TN	2003	2	169.15	168.06	
TN	2003	3	170.43	169.33	
TN	2003	4	172.40	171.78	
TN	2004	1	172.86	172.98	
TN	2004	2	176.55	175.43	
TN	2004	3	179.59	178.34	
TN	2004	4	182.00	181.32	
TN	2005	1	185.29	185.60	
TN	2005	2	188.74	187.50	
TN	2005	3	192.68	191.17	
TN	2005	4	195.64	194.90	
TN	2006	1	198.03	198.64	
TN	2006	2	202.58	201.21	
TN	2006	3	204.38	202.53	
TN	2006	4	205.77	204.95	
TN	2007	1	206.02	207.02	
TN	2007	2	208.68	207.19	
TN	2007	3	207.41	205.29	
TN	2007	4	203.07	202.22	
TN	2008	1	197.84	199.13	
TN	2008	2	197.98	196.52	
TN	2008	3	195.42	193.21	
TN	2008	4	188.43	187.59	
TN	2009	1	182.11	183.62	
TN	2009	2	183.89	182.41	
TN	2009	3	185.34	183.13	
TN	2009	4	184.78	183.92	
TN	2010	1	177.32	179.05	
TN	2010	2	183.30	181.65	
TN	2010	3	176.90	174.76	
TN	2010	4	176.24	175.44	
TN	2011	1	173.33	175.18	
TN	2011	2	174.92	173.10	
TN	2011	3	175.56	173.48	
TN	2011	4	173.30	172.59	
TN	2012	1	171.69	173.57	
TN	2012	2	176.92	174.83	
TN	2012	3	177.33	175.27	
TN	2012	4	178.14	177.56	
TN	2013	1	176.91	178.84	
TN	2013	2	185.01	182.60	
TN	2013	3	188.61	186.49	
TN	2013	4	186.51	186.10	
TN	2014	1	187.86	189.82	
TN	2014	2	195.00	192.28	
TN	2014	3	198.22	196.04	
TN	2014	4	199.65	199.39	
TN	2015	1	200.67	202.65	
TN	2015	2	208.74	205.74	
TN	2015	3	208.98	206.75	
TN	2015	4	209.79	209.63	
TN	2016	1	210.54	212.52	
TX	1991	1	100.00	100.00	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	1991	2	100.54	100.15	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	1991	3	100.99	100.21	
TX	1991	4	100.46	100.09	
TX	1992	1	101.00	101.01	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	1992	2	101.40	100.99	
TX	1992	3	102.75	101.96	
TX	1992	4	103.67	103.29	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	1993	1	103.71	103.73	
TX	1993	2	105.32	104.85	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	1993	3	107.08	106.27	
TX	1993	4	107.90	107.52	
TX	1994	1	109.28	109.35	
TX	1994	2	110.20	109.63	
TX	1994	3	111.34	110.51	
TX	1994	4	111.79	111.45	
TX	1995	1	111.88	111.96	
TX	1995	2	113.65	112.97	
TX	1995	3	114.91	114.07	
TX	1995	4	115.38	115.10	
TX	1996	1	115.76	115.86	
TX	1996	2	117.50	116.70	
TX	1996	3	118.11	117.26	
TX	1996	4	117.77	117.54	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	1997	1	118.33	118.41	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	1997	2	120.33	119.45	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	1997	3	120.93	120.08	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	1997	4	121.34	121.15	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	1998	1	122.33	122.38	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	1998	2	124.82	123.87	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	1998	3	126.49	125.63	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	1998	4	127.39	127.20	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	1999	1	129.17	129.20	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	1999	2	132.16	131.16	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	1999	3	133.64	132.76	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	1999	4	135.42	135.21	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2000	1	137.62	137.63	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2000	2	140.83	139.77	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2000	3	143.21	142.30	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2000	4	144.69	144.44	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2001	1	146.21	146.23	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2001	2	148.94	147.82	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2001	3	150.55	149.59	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2001	4	151.23	150.96	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2002	1	152.05	152.08	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2002	2	154.73	153.56	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2002	3	155.64	154.63	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2002	4	156.11	155.85	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2003	1	156.71	156.76	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2003	2	158.20	156.99	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2003	3	158.41	157.35	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2003	4	158.67	158.45	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2004	1	158.40	158.47	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2004	2	161.37	160.09	
TX	2004	3	162.17	161.02	
TX	2004	4	162.47	162.31	
TX	2005	1	163.80	163.93	
TX	2005	2	167.05	165.69	
TX	2005	3	169.59	168.27	
TX	2005	4	171.20	171.11	
TX	2006	1	173.63	173.88	
TX	2006	2	177.08	175.59	
TX	2006	3	179.14	177.60	
TX	2006	4	180.47	180.46	
TX	2007	1	182.77	183.19	
TX	2007	2	186.92	185.24	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2007	3	187.79	186.02	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2007	4	186.44	186.53	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2008	1	185.74	186.30	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2008	2	186.71	184.97	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2008	3	188.16	186.25	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2008	4	181.11	181.29	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2009	1	179.17	179.82	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2009	2	181.82	180.02	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2009	3	183.03	181.08	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2009	4	181.58	181.84	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2010	1	180.08	180.79	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2010	2	181.73	179.84	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2010	3	179.77	177.84	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2010	4	176.52	176.83	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2011	1	175.98	176.71	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2011	2	175.72	173.80	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2011	3	176.65	174.78	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2011	4	175.25	175.58	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2012	1	177.63	178.33	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2012	2	183.67	181.68	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2012	3	185.12	183.18	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2012	4	185.21	185.56	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2013	1	187.21	187.91	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2013	2	195.29	193.23	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2013	3	198.85	196.79	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2013	4	199.99	200.32	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2014	1	203.04	203.75	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2014	2	208.53	206.43	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2014	3	212.97	210.76	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2014	4	214.54	214.81	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2015	1	218.28	218.98	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2015	2	224.37	222.21	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2015	3	228.66	226.30	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2015	4	229.77	229.99	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
TX	2016	1	232.44	233.09	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	1991	1	100.00	100.00	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	1991	2	101.18	100.82	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	1991	3	102.54	101.97	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	1991	4	104.43	103.95	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	1992	1	105.47	105.47	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	1992	2	107.58	107.19	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	1992	3	109.77	109.12	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	1992	4	113.54	113.08	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	1993	1	116.81	116.81	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	1993	2	121.92	121.44	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	1993	3	128.27	127.45	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	1993	4	133.15	132.73	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	1994	1	137.68	137.67	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	1994	2	145.17	144.53	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	1994	3	150.33	149.28	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	1994	4	153.49	153.20	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	1995	1	157.71	157.70	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	1995	2	161.75	160.89	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	1995	3	167.17	166.01	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	1995	4	170.33	170.16	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	1996	1	175.55	175.52	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	1996	2	180.44	179.32	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	1996	3	183.12	181.92	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	1996	4	184.98	184.91	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	1997	1	186.48	186.41	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	1997	2	190.19	188.85	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	1997	3	192.04	190.95	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	1997	4	191.01	190.89	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	1998	1	193.79	193.72	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	1998	2	196.70	195.22	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	1998	3	196.53	195.53	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	1998	4	198.63	198.45	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	1999	1	200.25	200.21	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	1999	2	204.22	202.65	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	1999	3	204.97	204.00	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	1999	4	206.23	205.92	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	2000	1	208.19	208.25	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	2000	2	210.44	208.85	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	2000	3	211.51	210.43	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	2000	4	211.80	211.40	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	2001	1	212.18	212.38	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	2001	2	214.49	212.94	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	2001	3	213.44	212.19	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	2001	4	213.40	212.92	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	2002	1	212.43	212.83	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	2002	2	213.82	212.34	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	2002	3	213.89	212.41	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	2002	4	213.33	212.84	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	2003	1	212.07	212.65	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	2003	2	215.14	213.70	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	2003	3	216.86	215.15	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	2003	4	216.01	215.49	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	2004	1	216.37	217.16	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	2004	2	223.56	222.07	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	2004	3	226.49	224.49	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	2004	4	229.08	228.58	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	2005	1	234.97	235.98	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	2005	2	241.84	240.25	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	2005	3	251.19	248.69	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	2005	4	259.07	258.62	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	2006	1	267.30	268.64	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	2006	2	280.51	278.66	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	2006	3	293.55	290.36	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	2006	4	304.99	304.47	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	2007	1	314.02	315.96	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	2007	2	327.07	324.78	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	2007	3	330.82	326.98	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	2007	4	325.79	325.17	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	2008	1	322.49	325.02	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
UT	2008	2	322.22	319.71	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
